Census Tract,BI,PD,MLPD,PPI,PIP_MED,PIP_WL,COMP,COLL,CR,UM,UIM
26123970300,0.9765,0.9765,0.9765,0.8266,0.9765,0.9092,1.1536,0.7487,0.3500,0.7515,0.7515
26123970400,0.9765,0.9765,0.9765,0.8266,0.9765,0.9092,1.1536,0.7487,0.3500,0.7515,0.7515
26123970500,0.9304,0.9304,0.9304,0.8234,0.9451,0.8715,1.1129,0.7378,0.3500,0.7515,0.7515
26123970600,0.9527,0.9527,0.9527,0.8208,0.9552,0.8906,1.1284,0.7460,0.3500,0.7438,0.7438
26123970700,0.9765,0.9765,0.9765,0.8266,0.9765,0.9092,1.1536,0.7487,0.3500,0.7515,0.7515
26123970800,0.9765,0.9765,0.9765,0.8266,0.9765,0.9092,1.1536,0.7487,0.3500,0.7515,0.7515
26123970900,0.9754,0.9754,0.9754,0.8285,0.9735,0.9134,1.1450,0.7561,0.3537,0.7588,0.7588
26123971000,0.9504,0.9504,0.9504,0.8266,0.9765,0.8908,1.1456,0.7659,0.3500,0.7515,0.7515
26123971100,0.9765,0.9765,0.9765,0.8266,0.9765,0.9092,1.1536,0.7487,0.3500,0.7515,0.7515
26123971200,0.9765,0.9765,0.9765,0.8266,0.9765,0.9092,1.1536,0.7487,0.3500,0.7515,0.7515
26125120000,0.9106,0.9106,0.9106,0.7925,0.8666,0.8869,1.0210,0.8701,0.3619,0.7734,0.7734
26125120300,0.9095,0.9095,0.9095,0.7929,0.8657,0.8871,1.0196,0.8719,0.3629,0.7724,0.7724
26125121000,0.8042,0.8042,0.8042,0.7853,0.7139,0.7311,0.7311,0.9058,0.4275,0.7139,0.7139
26125121400,0.8042,0.8042,0.8042,0.7853,0.7139,0.7311,0.7311,0.9058,0.4275,0.7139,0.7139
26125121500,0.8052,0.8052,0.8052,0.7889,0.7151,0.7337,0.7295,0.9066,0.4279,0.7145,0.7145
26125121700,0.8042,0.8042,0.8042,0.7853,0.7139,0.7311,0.7311,0.9058,0.4275,0.7139,0.7139
26125121800,0.8029,0.8029,0.8029,0.7850,0.7129,0.7302,0.7299,0.9039,0.4268,0.7133,0.7133
26125122200,0.9115,0.9115,0.9115,0.7926,0.8679,0.8883,1.0231,0.8705,0.3616,0.7735,0.7735
26125122400,0.9095,0.9095,0.9095,0.7925,0.8672,0.8871,1.0181,0.8690,0.3624,0.7742,0.7742
26125122700,0.9107,0.9107,0.9107,0.7929,0.8705,0.8893,1.0279,0.8686,0.3603,0.7736,0.7736
26125122900,0.9066,0.9066,0.9066,0.7941,0.8644,0.8841,1.0070,0.8687,0.3676,0.7814,0.7814
26125123000,0.9085,0.9085,0.9085,0.7951,0.8707,0.8903,1.0115,0.8746,0.3700,0.7802,0.7802
26125123100,0.9143,0.9143,0.9143,0.7957,0.8728,0.8931,1.0243,0.8715,0.3618,0.7773,0.7773
26125124000,0.8493,0.8493,0.8493,0.8232,0.8781,0.8820,0.8605,0.9237,0.4500,0.7704,0.7704
26125124500,0.8465,0.8465,0.8465,0.8266,0.8878,0.8878,0.8669,0.9311,0.4500,0.7515,0.7515
26125125000,0.8440,0.8440,0.8440,0.8255,0.8838,0.8843,0.8632,0.9278,0.4486,0.7501,0.7501
26125125600,0.8467,0.8467,0.8467,0.8286,0.8866,0.8878,0.8642,0.9314,0.4500,0.7515,0.7515
26125126200,0.8042,0.8042,0.8042,0.7853,0.7139,0.7311,0.7311,0.9058,0.4275,0.7139,0.7139
26125126300,0.8042,0.8042,0.8042,0.7853,0.7139,0.7311,0.7311,0.9058,0.4275,0.7139,0.7139
26125126400,0.8034,0.8034,0.8034,0.7849,0.7135,0.7303,0.7305,0.9030,0.4260,0.7132,0.7132
26125126500,0.8040,0.8040,0.8040,0.7867,0.7143,0.7313,0.7307,0.9058,0.4278,0.7143,0.7143
26125127000,0.8013,0.8013,0.8013,0.7855,0.7140,0.7292,0.7289,0.8999,0.4258,0.7146,0.7146
26125127100,0.8008,0.8008,0.8008,0.7836,0.7130,0.7266,0.7274,0.8982,0.4247,0.7119,0.7119
26125127200,0.7966,0.7966,0.7966,0.7823,0.7075,0.7210,0.7236,0.8821,0.4234,0.7181,0.7181
26125127300,0.8048,0.8048,0.8048,0.7899,0.7154,0.7335,0.7294,0.9065,0.4281,0.7149,0.7149
26125127400,0.8042,0.8042,0.8042,0.7853,0.7139,0.7311,0.7311,0.9058,0.4275,0.7139,0.7139
26125127500,0.8027,0.8027,0.8027,0.7847,0.7127,0.7297,0.7295,0.9045,0.4271,0.7142,0.7142
26125127600,0.8000,0.8000,0.8000,0.7825,0.7126,0.7274,0.7312,0.8975,0.4238,0.7107,0.7107
26125127700,0.8030,0.8030,0.8030,0.7857,0.7131,0.7296,0.7292,0.9031,0.4275,0.7149,0.7149
26125128000,0.8042,0.8042,0.8042,0.7853,0.7139,0.7311,0.7311,0.9058,0.4275,0.7139,0.7139
26125128100,0.8019,0.8019,0.8019,0.7853,0.7136,0.7282,0.7283,0.9014,0.4259,0.7124,0.7124
26125128200,0.8043,0.8043,0.8043,0.7873,0.7155,0.7321,0.7313,0.9034,0.4264,0.7136,0.7136
26125128300,0.8024,0.8024,0.8024,0.7860,0.7147,0.7303,0.7317,0.9024,0.4269,0.7147,0.7147
26125128400,0.8018,0.8018,0.8018,0.7874,0.7145,0.7395,0.7281,0.8981,0.4279,0.7154,0.7154
26125128500,0.8042,0.8042,0.8042,0.7853,0.7139,0.7311,0.7311,0.9058,0.4275,0.7139,0.7139
26125128600,0.8047,0.8047,0.8047,0.7862,0.7149,0.7326,0.7310,0.9039,0.4266,0.7137,0.7137
26125128700,0.7975,0.7975,0.7975,0.7822,0.7131,0.7258,0.7268,0.8943,0.4236,0.7104,0.7104
26125128800,0.8042,0.8042,0.8042,0.7853,0.7139,0.7311,0.7311,0.9058,0.4275,0.7139,0.7139
26125128900,0.8038,0.8038,0.8038,0.7872,0.7147,0.7320,0.7298,0.9048,0.4278,0.7163,0.7163
26125129000,0.8040,0.8040,0.8040,0.7863,0.7150,0.7293,0.7271,0.9020,0.4274,0.7155,0.7155
26125130000,0.7873,0.7873,0.7873,0.9076,0.7507,0.7504,0.6991,0.9083,0.4489,0.7504,0.7504
26125130100,0.7886,0.7886,0.7886,0.9070,0.7518,0.7509,0.6984,0.9082,0.4497,0.7509,0.7509
26125130200,0.7853,0.7853,0.7853,0.9068,0.7492,0.7486,0.6967,0.9056,0.4491,0.7505,0.7505
26125130300,0.7818,0.7818,0.7818,0.9020,0.7503,0.7450,0.6951,0.8966,0.4456,0.7491,0.7491
26125130400,0.7881,0.7881,0.7881,0.9092,0.7515,0.7515,0.6996,0.9092,0.4500,0.7515,0.7515
26125130500,0.7880,0.7880,0.7880,0.9048,0.7510,0.7509,0.6989,0.9039,0.4485,0.7542,0.7542
26125130600,0.7499,0.7499,0.7499,0.7854,0.6661,0.6822,0.6365,0.8638,0.4270,0.7143,0.7143
26125130700,0.7519,0.7519,0.7519,0.7906,0.6689,0.6857,0.6365,0.8653,0.4280,0.7174,0.7174
26125131100,0.8470,0.8470,0.8470,0.8272,0.8875,0.8881,0.8648,0.9308,0.4493,0.7520,0.7520
26125131300,0.8425,0.8425,0.8425,0.8264,0.8844,0.8841,0.8642,0.9274,0.4490,0.7515,0.7515
26125131400,0.8465,0.8465,0.8465,0.8266,0.8878,0.8878,0.8669,0.9311,0.4500,0.7515,0.7515
26125131500,0.8413,0.8413,0.8413,0.8229,0.8817,0.8813,0.8635,0.9239,0.4465,0.7477,0.7477
26125131600,0.8445,0.8445,0.8445,0.8266,0.8865,0.8863,0.8654,0.9295,0.4500,0.7515,0.7515
26125131800,0.8465,0.8465,0.8465,0.8266,0.8878,0.8878,0.8669,0.9311,0.4500,0.7515,0.7515
26125132100,0.6685,0.6685,0.6685,0.8264,0.7695,0.7522,0.7338,0.7886,0.4496,0.7511,0.7511
26125132500,0.6704,0.6704,0.6704,0.8240,0.7654,0.7478,0.7329,0.7870,0.4466,0.7484,0.7484
26125132600,0.6705,0.6705,0.6705,0.8270,0.7703,0.7521,0.7342,0.7900,0.4498,0.7517,0.7517
26125132700,0.6683,0.6683,0.6683,0.8266,0.7705,0.7525,0.7348,0.7891,0.4500,0.7515,0.7515
26125133001,0.7490,0.7490,0.7490,0.7856,0.6649,0.6811,0.6343,0.8639,0.4277,0.7142,0.7142
26125133002,0.7487,0.7487,0.7487,0.7853,0.6646,0.6807,0.6337,0.8637,0.4275,0.7139,0.7139
26125133003,0.7490,0.7490,0.7490,0.7856,0.6649,0.6811,0.6344,0.8639,0.4277,0.7142,0.7142
26125133100,0.7910,0.7910,0.7910,0.8279,0.7030,0.7401,0.7192,0.8901,0.4506,0.7565,0.7565
26125134000,0.7542,0.7542,0.7542,0.7878,0.6685,0.6839,0.6377,0.8654,0.4281,0.7168,0.7168
26125134300,0.7504,0.7504,0.7504,0.7873,0.6688,0.6850,0.6396,0.8624,0.4277,0.7180,0.7180
26125134400,0.7500,0.7500,0.7500,0.7870,0.6663,0.6826,0.6345,0.8642,0.4276,0.7156,0.7156
26125134500,0.7490,0.7490,0.7490,0.7850,0.6649,0.6801,0.6334,0.8624,0.4273,0.7145,0.7145
26125134600,0.7489,0.7489,0.7489,0.7855,0.6645,0.6808,0.6335,0.8633,0.4277,0.7142,0.7142
26125134700,0.7482,0.7482,0.7482,0.7844,0.6664,0.6803,0.6383,0.8599,0.4247,0.7120,0.7120
26125134800,0.7495,0.7495,0.7495,0.7860,0.6656,0.6815,0.6351,0.8639,0.4275,0.7151,0.7151
26125134900,0.7487,0.7487,0.7487,0.7853,0.6646,0.6807,0.6337,0.8637,0.4275,0.7139,0.7139
26125135000,0.7501,0.7501,0.7501,0.7858,0.6675,0.6833,0.6393,0.8633,0.4257,0.7148,0.7148
26125135100,0.7489,0.7489,0.7489,0.7857,0.6669,0.6829,0.6369,0.8622,0.4273,0.7151,0.7151
26125135200,0.7490,0.7490,0.7490,0.7857,0.6649,0.6812,0.6344,0.8639,0.4277,0.7142,0.7142
26125135300,0.7478,0.7478,0.7478,0.7855,0.6638,0.6805,0.6335,0.8618,0.4273,0.7140,0.7140
26125136000,0.7881,0.7881,0.7881,0.8259,0.6996,0.7326,0.7153,0.8860,0.4495,0.7518,0.7518
26125136101,0.7815,0.7815,0.7815,0.8254,0.6957,0.7302,0.7132,0.8815,0.4486,0.7509,0.7509
26125136102,0.7866,0.7866,0.7866,0.8256,0.6984,0.7326,0.7151,0.8854,0.4487,0.7502,0.7502
26125136300,0.6855,0.6855,0.6855,0.8260,0.6205,0.6831,0.6661,0.8072,0.4493,0.7513,0.7513
26125136500,0.6831,0.6831,0.6831,0.8266,0.6187,0.6831,0.6670,0.8071,0.4500,0.7515,0.7515
26125136600,0.7862,0.7862,0.7862,0.8261,0.6983,0.7329,0.7138,0.8853,0.4494,0.7512,0.7512
26125136700,0.6848,0.6848,0.6848,0.8274,0.6203,0.6841,0.6677,0.8068,0.4492,0.7526,0.7526
26125136800,0.7849,0.7849,0.7849,0.8266,0.6971,0.7323,0.7150,0.8854,0.4500,0.7515,0.7515
26125137100,0.7871,0.7871,0.7871,0.8255,0.6992,0.7334,0.7164,0.8859,0.4487,0.7513,0.7513
26125137400,0.6842,0.6842,0.6842,0.8262,0.6198,0.6832,0.6673,0.8062,0.4494,0.7523,0.7523
26125137700,0.6838,0.6838,0.6838,0.8266,0.6193,0.6835,0.6674,0.8077,0.4500,0.7515,0.7515
26125137800,0.7671,0.7671,0.7671,0.8055,0.6483,0.6952,0.6043,0.8046,0.4479,0.7493,0.7493
26125138100,0.6746,0.6746,0.6746,0.8252,0.7582,0.7460,0.7230,0.7893,0.4498,0.7517,0.7517
26125138301,0.6680,0.6680,0.6680,0.8265,0.7697,0.7518,0.7348,0.7885,0.4493,0.7515,0.7515
26125138302,0.6728,0.6728,0.6728,0.8257,0.7682,0.7517,0.7334,0.7893,0.4480,0.7517,0.7517
26125138600,0.6695,0.6695,0.6695,0.8277,0.7703,0.7512,0.7313,0.7891,0.4500,0.7515,0.7515
26125139200,0.6710,0.6710,0.6710,0.8254,0.7672,0.7494,0.7323,0.7893,0.4482,0.7498,0.7498
26125139400,0.6698,0.6698,0.6698,0.8256,0.7683,0.7503,0.7346,0.7875,0.4473,0.7511,0.7511
26125140100,0.8633,0.8633,0.8633,0.9887,0.7841,0.8750,0.6318,0.9420,0.4477,0.7532,0.7532
26125140301,0.8605,0.8605,0.8605,0.9824,0.7859,0.8802,0.6480,0.9356,0.4472,0.7496,0.7496
26125140302,0.8656,0.8656,0.8656,0.9974,0.7887,0.8833,0.6335,0.9493,0.4496,0.7539,0.7539
26125140500,0.8636,0.8636,0.8636,0.9957,0.7863,0.8831,0.6330,0.9498,0.4500,0.7515,0.7515
26125140600,0.8653,0.8653,0.8653,0.9979,0.7872,0.8856,0.6334,0.9518,0.4500,0.7515,0.7515
26125140700,0.8621,0.8621,0.8621,0.9975,0.7895,0.8836,0.6338,0.9469,0.4500,0.7515,0.7515
26125140800,0.8669,0.8669,0.8669,1.0000,0.7881,0.8878,0.6337,0.9535,0.4500,0.7515,0.7515
26125140900,1.1034,1.1034,1.1034,1.1135,1.0519,1.1599,0.8894,1.1854,0.4500,0.7515,0.7515
26125141000,1.2099,1.2099,1.2099,1.1814,1.1536,1.2996,1.0000,1.2996,0.4500,0.7515,0.7515
26125141100,1.2099,1.2099,1.2099,1.1814,1.1536,1.2996,1.0000,1.2996,0.4500,0.7515,0.7515
26125141300,1.2099,1.2099,1.2099,1.1814,1.1536,1.2996,1.0000,1.2996,0.4500,0.7515,0.7515
26125141400,1.1413,1.1413,1.1413,1.1451,1.0805,1.2172,0.9267,1.2304,0.4500,0.7515,0.7515
26125141500,1.2099,1.2099,1.2099,1.1814,1.1536,1.2996,1.0000,1.2996,0.4500,0.7515,0.7515
26125141600,1.1914,1.1914,1.1914,1.1571,1.1360,1.2742,1.0019,1.2729,0.4444,0.7529,0.7529
26125141700,1.2099,1.2099,1.2099,1.1814,1.1536,1.2996,1.0000,1.2996,0.4500,0.7515,0.7515
26125142000,1.2099,1.2099,1.2099,1.1814,1.1536,1.2996,1.0000,1.2996,0.4500,0.7515,0.7515
26125142100,1.2099,1.2099,1.2099,1.1814,1.1536,1.2996,1.0000,1.2996,0.4500,0.7515,0.7515
26125142200,1.2099,1.2099,1.2099,1.1814,1.1536,1.2996,1.0000,1.2996,0.4500,0.7515,0.7515
26125142300,1.1944,1.1944,1.1944,1.1838,1.1449,1.2830,1.0128,1.2727,0.4792,0.7946,0.7946
26125142400,1.2099,1.2099,1.2099,1.1814,1.1536,1.2996,1.0000,1.2996,0.4500,0.7515,0.7515
26125142500,1.2099,1.2099,1.2099,1.1814,1.1536,1.2996,1.0000,1.2996,0.4500,0.7515,0.7515
26125142600,1.2099,1.2099,1.2099,1.1814,1.1536,1.2996,1.0000,1.2996,0.4500,0.7515,0.7515
26125142700,1.2001,1.2001,1.2001,1.1762,1.1432,1.2878,0.9895,1.2897,0.4500,0.7515,0.7515
26125143500,0.8657,0.8657,0.8657,0.9957,0.7876,0.8840,0.6356,0.9503,0.4493,0.7521,0.7521
26125144100,0.8635,0.8635,0.8635,0.9928,0.7860,0.8825,0.6371,0.9508,0.4494,0.7505,0.7505
26125144200,0.8681,0.8681,0.8681,0.9981,0.7902,0.8880,0.6394,0.9512,0.4489,0.7515,0.7515
26125144300,0.8669,0.8669,0.8669,1.0000,0.7881,0.8878,0.6337,0.9535,0.4500,0.7515,0.7515
26125144400,0.8662,0.8662,0.8662,0.9976,0.7873,0.8861,0.6348,0.9530,0.4498,0.7511,0.7511
26125144500,0.8664,0.8664,0.8664,0.9982,0.7875,0.8865,0.6345,0.9531,0.4498,0.7512,0.7512
26125144600,0.8647,0.8647,0.8647,0.9948,0.7875,0.8813,0.6323,0.9484,0.4495,0.7519,0.7519
26125144701,0.8669,0.8669,0.8669,1.0000,0.7881,0.8878,0.6337,0.9535,0.4500,0.7515,0.7515
26125144800,0.8646,0.8646,0.8646,0.9942,0.7865,0.8804,0.6388,0.9537,0.4503,0.7521,0.7521
26125144900,0.8639,0.8639,0.8639,1.0065,0.7886,0.8891,0.6352,0.9515,0.4500,0.7591,0.7591
26125145100,0.8669,0.8669,0.8669,1.0000,0.7881,0.8878,0.6337,0.9535,0.4500,0.7515,0.7515
26125145200,0.8669,0.8669,0.8669,1.0000,0.7881,0.8878,0.6337,0.9535,0.4500,0.7515,0.7515
26125145300,0.8653,0.8653,0.8653,0.9980,0.7866,0.8855,0.6331,0.9521,0.4495,0.7515,0.7515
26125145400,0.8655,0.8655,0.8655,0.9979,0.7872,0.8857,0.6339,0.9524,0.4491,0.7506,0.7506
26125145501,0.8649,0.8649,0.8649,0.9963,0.7860,0.8842,0.6337,0.9520,0.4496,0.7509,0.7509
26125145502,0.8646,0.8646,0.8646,0.9965,0.7860,0.8829,0.6338,0.9498,0.4498,0.7511,0.7511
26125145600,0.8669,0.8669,0.8669,1.0000,0.7881,0.8878,0.6337,0.9535,0.4500,0.7515,0.7515
26125145700,0.8666,0.8666,0.8666,0.9974,0.7896,0.8878,0.6372,0.9532,0.4500,0.7515,0.7515
26125145900,0.8563,0.8563,0.8563,0.9862,0.7789,0.8743,0.6352,0.9373,0.4428,0.7436,0.7436
26125150000,0.9436,0.9436,0.9436,0.9064,0.8414,0.8394,0.7446,0.9474,0.4487,0.7518,0.7518
26125150100,0.9598,0.9598,0.9598,0.9204,0.8554,0.8603,0.7562,0.9646,0.4500,0.7515,0.7515
26125150200,0.7882,0.7882,0.7882,0.9494,0.7159,0.6374,0.5151,0.8451,0.4486,0.7510,0.7510
26125150300,0.7866,0.7866,0.7866,0.9500,0.7163,0.6375,0.5140,0.8454,0.4488,0.7509,0.7509
26125150400,0.7872,0.7872,0.7872,0.9508,0.7156,0.6354,0.5121,0.8450,0.4493,0.7517,0.7517
26125150500,0.7875,0.7875,0.7875,0.9501,0.7160,0.6362,0.5138,0.8437,0.4481,0.7506,0.7506
26125150600,0.7887,0.7887,0.7887,0.9513,0.7164,0.6376,0.5149,0.8474,0.4499,0.7518,0.7518
26125150700,0.7921,0.7921,0.7921,0.9478,0.7214,0.6457,0.5237,0.8508,0.4501,0.7536,0.7536
26125150800,0.7900,0.7900,0.7900,0.9537,0.7189,0.6413,0.5171,0.8488,0.4509,0.7530,0.7530
26125150900,0.7913,0.7913,0.7913,0.9566,0.7220,0.6443,0.5220,0.8498,0.4516,0.7602,0.7602
26125151000,0.7878,0.7878,0.7878,0.9511,0.7173,0.6380,0.5144,0.8466,0.4491,0.7514,0.7514
26125152000,0.7873,0.7873,0.7873,0.9496,0.7157,0.6368,0.5147,0.8444,0.4481,0.7502,0.7502
26125152600,0.7863,0.7863,0.7863,0.9471,0.7155,0.6380,0.5183,0.8439,0.4481,0.7514,0.7514
26125152700,0.7881,0.7881,0.7881,0.9535,0.7165,0.6360,0.5114,0.8465,0.4500,0.7515,0.7515
26125152900,0.7915,0.7915,0.7915,0.9455,0.7231,0.6485,0.5314,0.8498,0.4477,0.7512,0.7512
26125153000,0.7927,0.7927,0.7927,0.9527,0.7214,0.6480,0.5211,0.8479,0.4500,0.7515,0.7515
26125153100,0.7841,0.7841,0.7841,0.9411,0.7136,0.6365,0.5199,0.8433,0.4466,0.7513,0.7513
26125153200,0.7870,0.7870,0.7870,0.9498,0.7152,0.6359,0.5144,0.8432,0.4480,0.7509,0.7509
26125153300,0.7881,0.7881,0.7881,0.9535,0.7165,0.6360,0.5114,0.8465,0.4500,0.7515,0.7515
26125154000,0.8432,0.8432,0.8432,0.8451,0.8004,0.8207,0.7101,0.9025,0.4181,0.7046,0.7046
26125154100,0.7486,0.7486,0.7486,0.7850,0.6648,0.6806,0.6342,0.8619,0.4263,0.7133,0.7133
26125154200,0.8266,0.8266,0.8266,0.8348,0.7846,0.8040,0.7009,0.8915,0.4125,0.6920,0.6920
26125154500,0.7478,0.7478,0.7478,0.7850,0.6635,0.6797,0.6332,0.8604,0.4265,0.7138,0.7138
26125154600,0.7487,0.7487,0.7487,0.7853,0.6646,0.6807,0.6337,0.8637,0.4275,0.7139,0.7139
26125156000,0.9384,0.9384,0.9384,0.8826,0.7814,0.8011,0.7598,1.0808,0.4680,0.7828,0.7828
26125156100,0.7498,0.7498,0.7498,0.7874,0.6661,0.6825,0.6335,0.8643,0.4278,0.7143,0.7143
26125156200,0.7493,0.7493,0.7493,0.7858,0.6653,0.6817,0.6341,0.8638,0.4276,0.7140,0.7140
26125156300,0.9484,0.9484,0.9484,0.8934,0.7880,0.8056,0.7637,1.0913,0.4734,0.7902,0.7902
26125156400,0.9495,0.9495,0.9495,0.8873,0.7869,0.8048,0.7665,1.0938,0.4705,0.7870,0.7870
26125156500,0.9515,0.9515,0.9515,0.8901,0.7877,0.8047,0.7655,1.0962,0.4721,0.7884,0.7884
26125156900,0.9547,0.9547,0.9547,0.8888,0.7891,0.8081,0.7705,1.1012,0.4725,0.7891,0.7891
26125157000,0.9448,0.9448,0.9448,0.8873,0.7847,0.8052,0.7656,1.0871,0.4707,0.7894,0.7894
26125157100,0.9518,0.9518,0.9518,0.8873,0.7873,0.8063,0.7686,1.0979,0.4719,0.7880,0.7880
26125157200,0.9493,0.9493,0.9493,0.8893,0.7881,0.8094,0.7668,1.0895,0.4705,0.7894,0.7894
26125157300,0.9547,0.9547,0.9547,0.8888,0.7891,0.8081,0.7705,1.1012,0.4725,0.7891,0.7891
26125157400,0.9547,0.9547,0.9547,0.8888,0.7891,0.8081,0.7705,1.1012,0.4725,0.7891,0.7891
26125157500,0.9475,0.9475,0.9475,0.8848,0.7874,0.8049,0.7688,1.0905,0.4689,0.7867,0.7867
26125157600,0.9491,0.9491,0.9491,0.8875,0.7862,0.8041,0.7645,1.0929,0.4706,0.7871,0.7871
26125157700,0.9599,0.9599,0.9599,0.8966,0.7991,0.8197,0.7830,1.1042,0.4758,0.8063,0.8063
26125157800,0.9533,0.9533,0.9533,0.8883,0.7883,0.8075,0.7700,1.0994,0.4723,0.7888,0.7888
26125157900,0.9483,0.9483,0.9483,0.8869,0.7862,0.8037,0.7666,1.0925,0.4701,0.7879,0.7879
26125158000,0.7883,0.7883,0.7883,0.9520,0.7194,0.6408,0.5190,0.8454,0.4493,0.7562,0.7562
26125158100,0.7862,0.7862,0.7862,0.9483,0.7153,0.6355,0.5149,0.8431,0.4480,0.7515,0.7515
26125158200,0.7904,0.7904,0.7904,0.9544,0.7213,0.6435,0.5232,0.8496,0.4510,0.7584,0.7584
26125159000,0.7878,0.7878,0.7878,0.9516,0.7165,0.6367,0.5139,0.8454,0.4491,0.7512,0.7512
26125160000,1.2281,1.2281,1.2281,1.2587,1.2857,1.3480,2.0612,1.3208,0.6305,1.3182,1.3182
26125160300,1.2405,1.2405,1.2405,1.2704,1.3011,1.3646,2.0946,1.3325,0.6367,1.3325,1.3325
26125160400,1.1313,1.1313,1.1313,1.1769,1.1532,1.2194,1.7330,1.2073,0.6135,1.2153,1.2153
26125160500,1.1265,1.1265,1.1265,1.2099,1.1000,1.1814,1.1814,1.1000,0.5921,1.2690,1.2690
26125160600,1.1211,1.1211,1.1211,1.2023,1.0924,1.1722,1.1677,1.0976,0.5877,1.2565,1.2565
26125160700,1.1265,1.1265,1.1265,1.2099,1.1000,1.1814,1.1814,1.1000,0.5921,1.2690,1.2690
26125160800,1.1570,1.1570,1.1570,1.2170,1.1611,1.2374,1.4877,1.1724,0.6025,1.2722,1.2722
26125160900,1.1191,1.1191,1.1191,1.2003,1.0923,1.1737,1.1696,1.0933,0.5884,1.2554,1.2554
26125161000,1.1702,1.1702,1.1702,1.2011,1.2148,1.2669,1.8903,1.2517,0.6000,1.2491,1.2491
26125161100,1.2217,1.2217,1.2217,1.2512,1.2741,1.3371,2.0315,1.3155,0.6278,1.3048,1.3048
26125161200,1.2355,1.2355,1.2355,1.2668,1.3078,1.3754,2.0744,1.3225,0.6331,1.3507,1.3507
26125161300,1.2240,1.2240,1.2240,1.2581,1.2794,1.3418,2.0118,1.3088,0.6250,1.3117,1.3117
26125161400,1.2405,1.2405,1.2405,1.2704,1.3011,1.3646,2.0946,1.3325,0.6367,1.3325,1.3325
26125161500,1.2116,1.2116,1.2116,1.2439,1.2666,1.3264,2.0209,1.3047,0.6245,1.3047,1.3047
26125161600,1.2087,1.2087,1.2087,1.2280,1.2442,1.3028,1.9475,1.3068,0.6185,1.2721,1.2721
26125161700,1.1145,1.1145,1.1145,1.1605,1.1413,1.1825,1.5120,1.1760,0.6711,1.1512,1.1512
26125161800,1.1060,1.1060,1.1060,1.1407,1.1157,1.2125,1.6616,1.1569,0.7042,1.1717,1.1717
26125161900,1.0391,1.0391,1.0391,1.0904,1.0622,1.0795,1.4614,1.1461,0.6263,1.0461,1.0461
26125162000,1.1814,1.1814,1.1814,1.2690,1.3309,1.2996,1.9949,1.2690,0.8000,1.2690,1.2690
26125162100,1.2405,1.2405,1.2405,1.2704,1.2704,1.3646,2.0454,1.3325,0.8400,1.3325,1.3325
26125162200,1.0920,1.0920,1.0920,1.1331,1.0899,1.1802,1.6295,1.1408,0.7015,1.1244,1.1244
26125162300,1.1757,1.1757,1.1757,1.2003,1.2008,1.2883,1.9672,1.2325,0.7900,1.2570,1.2570
26125162400,1.1814,1.1814,1.1814,1.2099,1.2099,1.2996,1.9949,1.2391,0.8000,1.2690,1.2690
26125162500,1.2145,1.2145,1.2145,1.2293,1.2543,1.3336,1.8643,1.2909,0.6865,1.2650,1.2650
26125165000,0.8467,0.8467,0.8467,0.8671,0.7340,0.7883,0.7683,0.9748,0.4502,0.7518,0.7518
26125165100,0.8422,0.8422,0.8422,0.8644,0.7335,0.7858,0.7664,0.9674,0.4487,0.7511,0.7511
26125165200,0.8465,0.8465,0.8465,0.8678,0.7372,0.7898,0.7731,0.9745,0.4499,0.7551,0.7551
26125166000,0.8603,0.8603,0.8603,0.8771,0.7846,0.8317,0.8134,0.9845,0.4492,0.7533,0.7533
26125166100,0.8465,0.8465,0.8465,0.8669,0.7338,0.7881,0.7696,0.9765,0.4500,0.7515,0.7515
26125166200,0.8450,0.8450,0.8450,0.8679,0.7366,0.7875,0.7674,0.9732,0.4493,0.7515,0.7515
26125166400,0.8427,0.8427,0.8427,0.8635,0.7321,0.7845,0.7667,0.9711,0.4478,0.7507,0.7507
26125166500,0.8429,0.8429,0.8429,0.8645,0.7333,0.7845,0.7684,0.9668,0.4465,0.7514,0.7514
26125166600,0.8497,0.8497,0.8497,0.8738,0.7444,0.7995,0.7793,0.9767,0.4502,0.7671,0.7671
26125166700,0.9277,0.9277,0.9277,0.9055,0.9700,1.0143,1.0139,1.0406,0.4488,0.7524,0.7524
26125166800,0.9099,0.9099,0.9099,0.8975,0.9183,0.9678,0.9646,1.0280,0.4499,0.7513,0.7513
26125166900,0.8465,0.8465,0.8465,0.8669,0.7338,0.7881,0.7696,0.9765,0.4500,0.7515,0.7515
26125167000,0.8455,0.8455,0.8455,0.8658,0.7344,0.7866,0.7691,0.9733,0.4491,0.7521,0.7521
26125167300,0.8516,0.8516,0.8516,0.8688,0.7518,0.8031,0.7833,0.9793,0.4499,0.7528,0.7528
26125167400,0.9041,0.9041,0.9041,0.8957,0.8990,0.9488,0.9429,1.0257,0.4500,0.7515,0.7515
26125167500,0.8731,0.8731,0.8731,0.8818,0.8171,0.8680,0.8601,0.9986,0.4497,0.7535,0.7535
26125167800,0.8457,0.8457,0.8457,0.8680,0.7341,0.7857,0.7645,0.9726,0.4497,0.7517,0.7517
26125167900,0.8435,0.8435,0.8435,0.8647,0.7316,0.7849,0.7665,0.9733,0.4490,0.7515,0.7515
26125168100,0.8453,0.8453,0.8453,0.8665,0.7343,0.7883,0.7682,0.9763,0.4500,0.7515,0.7515
