GRID ID,BI_FCTR,COLL_FCTR,COMP_FCTR,LTDPD_FCTR,PD_FCTR,PIP_FCTR,PPI_FCTR
0417308396,0.881,0.775,0.962,0.777,1.006,0.873,1.006
0417308397,0.881,0.736,0.973,0.777,1.006,0.873,1.006
0417308398,0.873,0.736,0.952,0.777,0.997,0.866,0.997
0417308399,0.865,0.729,0.971,0.777,0.989,0.857,0.989
0417308400,0.875,0.736,0.981,0.777,1.0,0.867,1.0
0417308401,0.858,0.729,0.981,0.777,0.98,0.85,0.98
0417308402,0.842,0.729,1.003,0.777,0.961,0.834,0.961
0417308403,0.833,0.707,1.022,0.785,0.951,0.826,0.951
0417308404,0.801,0.707,1.044,0.785,0.915,0.794,0.915
0417308405,0.817,0.752,1.044,0.785,0.933,0.81,0.933
0417308406,0.825,0.759,1.044,0.785,0.924,0.801,0.924
0417308407,0.808,0.775,1.066,0.785,0.924,0.801,0.924
0417308408,0.8,0.775,1.066,0.785,0.914,0.793,0.914
0417308409,0.792,0.744,1.045,0.785,0.905,0.786,0.905
0417308410,0.787,0.744,1.057,0.785,0.899,0.78,0.899
0417308411,0.792,0.744,1.102,0.785,0.905,0.786,0.905
0417308412,0.787,0.729,1.102,0.754,0.899,0.78,0.899
0417308413,0.787,0.736,1.142,0.754,0.899,0.78,0.899
0417308414,0.779,0.752,1.154,0.762,0.89,0.772,0.89
0417308415,0.779,0.775,1.179,0.762,0.89,0.772,0.89
0417308416,0.779,0.775,1.191,0.762,0.89,0.772,0.89
0417308417,0.77,0.807,1.216,0.746,0.88,0.763,0.88
0417308418,0.761,0.807,1.228,0.746,0.869,0.754,0.869
0417308419,0.761,0.783,1.241,0.753,0.869,0.754,0.869
0417308420,0.769,0.783,1.241,0.746,0.861,0.746,0.861
0417308421,0.769,0.783,1.252,0.746,0.861,0.746,0.861
0417308422,0.741,0.783,1.252,0.732,0.83,0.719,0.83
0417308423,0.741,0.799,1.278,0.732,0.83,0.719,0.83
0417308424,0.753,0.799,1.291,0.739,0.842,0.746,0.842
0417308425,0.732,0.799,1.304,0.739,0.82,0.711,0.82
0417308426,0.732,0.807,1.317,0.732,0.82,0.711,0.82
0417308427,0.732,0.824,1.344,0.725,0.82,0.711,0.82
0417308428,0.753,0.824,1.358,0.725,0.842,0.731,0.842
0417308429,0.74,0.824,1.384,0.732,0.828,0.734,0.828
0417308430,0.74,0.824,1.413,0.725,0.828,0.734,0.828
0417308431,0.76,0.83,1.486,0.725,0.851,0.738,0.851
0417308432,0.74,0.824,1.556,0.725,0.828,0.719,0.828
0417308433,0.74,0.83,1.631,0.725,0.828,0.719,0.828
0417308434,0.717,0.831,1.746,0.725,0.802,0.711,0.802
0417308435,0.733,0.84,1.726,0.725,0.821,0.712,0.821
0417308436,0.717,0.831,1.841,0.717,0.802,0.711,0.802
0417308437,0.733,0.84,1.857,0.725,0.821,0.712,0.821
0417308438,0.717,0.831,1.904,0.717,0.802,0.711,0.802
0417308439,0.717,0.831,1.962,0.725,0.802,0.711,0.802
0417308440,0.739,0.831,1.97,0.717,0.827,0.718,0.827
0417308441,0.739,0.849,1.974,0.717,0.827,0.718,0.827
0417308442,0.723,0.849,2.02,0.725,0.809,0.717,0.809
0417308443,0.717,0.849,1.99,0.725,0.802,0.711,0.802
0417308444,0.709,0.839,2.046,0.725,0.793,0.703,0.793
0417308445,0.695,0.849,2.08,0.718,0.778,0.69,0.778
0417308446,0.709,0.831,2.117,0.725,0.793,0.703,0.793
0417308447,0.695,0.839,2.117,0.718,0.778,0.69,0.778
0417308448,0.695,0.813,2.056,0.718,0.778,0.69,0.778
0417308449,0.717,0.831,2.0,0.718,0.778,0.69,0.778
0417308450,0.695,0.848,1.98,0.71,0.778,0.69,0.778
0417308451,0.681,0.831,1.98,0.702,0.762,0.675,0.762
0417308452,0.709,0.848,2.039,0.71,0.793,0.689,0.793
0417308453,0.681,0.822,2.0,0.702,0.762,0.675,0.762
0417308454,0.694,0.856,2.077,0.71,0.777,0.674,0.777
0417308455,0.709,0.856,2.039,0.718,0.793,0.689,0.793
0417308456,0.71,0.848,2.077,0.71,0.794,0.704,0.794
0417308457,0.725,0.839,2.039,0.695,0.811,0.704,0.811
0417308458,0.725,0.856,2.06,0.696,0.811,0.719,0.811
0417308459,0.725,0.856,2.128,0.696,0.811,0.719,0.811
0417308460,0.725,0.856,2.088,0.689,0.811,0.719,0.811
0417308461,0.725,0.848,2.088,0.689,0.811,0.704,0.811
0417308462,0.725,0.839,2.088,0.689,0.811,0.704,0.811
0417308463,0.725,0.83,2.088,0.681,0.811,0.704,0.811
0417308464,0.725,0.83,2.088,0.681,0.811,0.704,0.811
0417308465,0.725,0.839,2.088,0.674,0.811,0.704,0.811
0417308466,0.725,0.831,2.088,0.674,0.811,0.704,0.811
0417308467,0.747,0.823,2.052,0.674,0.811,0.704,0.811
0417308468,0.747,0.815,1.998,0.667,0.811,0.704,0.811
0417308469,0.725,0.831,2.038,0.674,0.811,0.704,0.811
0417308470,0.725,0.798,2.0,0.674,0.811,0.704,0.811
0417308471,0.747,0.823,1.929,0.674,0.811,0.704,0.811
0417308472,0.747,0.823,1.967,0.66,0.811,0.704,0.811
0417308473,0.747,0.814,1.878,0.66,0.811,0.704,0.811
0417308474,0.756,0.806,1.915,0.653,0.821,0.712,0.821
0417308475,0.747,0.799,1.897,0.653,0.811,0.704,0.811
0417308476,0.769,0.79,1.917,0.653,0.835,0.724,0.835
0417308477,0.769,0.789,1.917,0.647,0.835,0.724,0.835
0417308478,0.778,0.782,1.935,0.64,0.845,0.732,0.845
0417308479,0.769,0.775,1.917,0.615,0.861,0.746,0.861
0417308480,0.793,0.775,1.917,0.615,0.861,0.746,0.861
0417308481,0.763,0.723,1.903,0.618,0.828,0.719,0.828
0417408341,1.191,0.925,0.652,0.782,1.332,1.156,1.332
0417408342,1.375,0.856,0.658,0.749,1.491,1.294,1.491
0417408343,1.444,0.856,0.658,0.756,1.566,1.359,1.566
0417408344,1.229,0.925,0.652,0.759,1.375,1.192,1.375
0417408345,1.426,0.916,0.658,0.721,1.595,1.383,1.595
0417408346,1.412,0.855,0.658,0.721,1.58,1.37,1.58
0417408347,1.456,0.863,0.665,0.714,1.58,1.37,1.58
0417408348,1.425,0.872,0.672,0.714,1.594,1.382,1.594
0417408349,1.438,0.917,0.672,0.714,1.608,1.394,1.608
0417408350,1.497,0.872,0.672,0.721,1.624,1.408,1.624
0417408351,1.511,0.855,0.678,0.728,1.64,1.423,1.64
0417408352,1.465,0.856,0.678,0.714,1.638,1.421,1.638
0417408353,1.465,0.873,0.646,0.721,1.638,1.421,1.638
0417408354,1.479,0.846,0.646,0.721,1.655,1.435,1.655
0417408355,1.493,0.837,0.646,0.714,1.67,1.448,1.67
0417408356,1.505,0.855,0.652,0.714,1.685,1.461,1.685
0417408357,1.522,0.837,0.652,0.721,1.703,1.477,1.703
0417408358,1.505,0.815,0.652,0.714,1.685,1.461,1.685
0417408359,1.507,0.855,0.652,0.721,1.687,1.463,1.687
0417408360,1.505,0.872,0.652,0.721,1.685,1.461,1.685
0417408361,1.521,0.863,0.652,0.714,1.702,1.476,1.702
0417408362,1.537,0.863,0.652,0.714,1.72,1.492,1.72
0417408363,1.535,0.837,0.665,0.714,1.718,1.49,1.718
0417408364,1.493,0.821,0.671,0.714,1.67,1.448,1.67
0417408365,1.521,0.863,0.671,0.714,1.702,1.476,1.702
0417408366,1.464,0.863,0.665,0.714,1.637,1.42,1.637
0417408367,1.493,0.872,0.665,0.714,1.67,1.448,1.67
0417408368,1.506,0.829,0.671,0.714,1.686,1.462,1.686
0417408369,1.521,0.864,0.678,0.707,1.702,1.476,1.702
0417408370,1.506,0.882,0.678,0.714,1.686,1.462,1.686
0417408371,1.477,0.891,0.678,0.707,1.652,1.433,1.652
0417408372,1.506,0.845,0.698,0.707,1.686,1.462,1.686
0417408373,1.551,0.845,0.669,0.706,1.736,1.506,1.736
0417408374,1.506,0.855,0.669,0.713,1.686,1.462,1.686
0417408375,1.477,0.863,0.698,0.706,1.652,1.433,1.652
0417408376,0.99,0.847,1.304,0.785,1.108,0.961,1.108
0417408377,1.04,0.84,1.252,0.785,1.163,1.009,1.163
0417408378,1.009,0.866,1.252,0.785,1.129,0.979,1.129
0417408379,1.009,0.866,1.24,0.777,1.129,0.979,1.129
0417408380,0.99,0.847,1.24,0.777,1.108,0.961,1.108
0417408381,1.009,0.847,1.216,0.777,1.129,0.979,1.129
0417408382,1.009,0.865,1.175,0.785,1.129,0.979,1.129
0417408383,1.009,0.847,1.187,0.769,1.129,0.979,1.129
0417408384,0.981,0.831,1.163,0.777,1.097,0.951,1.097
0417408385,0.99,0.849,1.127,0.769,1.108,0.961,1.108
0417408386,0.97,0.865,1.037,0.777,1.108,0.961,1.108
0417408387,0.971,0.805,1.016,0.769,1.109,0.962,1.109
0417408388,0.98,0.799,0.995,0.769,1.096,0.95,1.096
0417408389,0.959,0.798,0.974,0.769,1.096,0.95,1.096
0417408390,0.951,0.822,0.964,0.769,1.086,0.942,1.086
0417408391,0.951,0.798,0.952,0.769,1.086,0.942,1.086
0417408392,0.935,0.767,0.952,0.777,1.068,0.926,1.068
0417408393,0.935,0.76,0.944,0.777,1.068,0.926,1.068
0417408394,0.925,0.751,0.933,0.777,1.057,0.917,1.057
0417408395,0.891,0.759,0.922,0.777,1.018,0.883,1.018
0417408396,0.881,0.767,0.933,0.777,1.006,0.873,1.006
0417408397,0.875,0.775,0.942,0.777,1.0,0.867,1.0
0417408398,0.884,0.752,0.933,0.777,0.989,0.857,0.989
0417408399,0.865,0.775,0.959,0.777,0.989,0.857,0.989
0417408400,0.849,0.775,0.969,0.777,0.971,0.841,0.971
0417408401,0.858,0.76,0.969,0.777,0.98,0.85,0.98
0417408402,0.833,0.744,1.001,0.777,0.951,0.826,0.951
0417408403,0.833,0.722,1.003,0.793,0.951,0.826,0.951
0417408404,0.817,0.729,1.013,0.785,0.933,0.81,0.933
0417408405,0.817,0.752,1.022,0.785,0.933,0.81,0.933
0417408406,0.817,0.7,1.022,0.785,0.933,0.81,0.933
0417408407,0.808,0.729,1.044,0.785,0.924,0.801,0.924
0417408408,0.808,0.729,1.054,0.785,0.924,0.801,0.924
0417408409,0.8,0.729,1.066,0.785,0.914,0.793,0.914
0417408410,0.787,0.736,1.078,0.785,0.899,0.78,0.899
0417408411,0.792,0.759,1.073,0.793,0.905,0.786,0.905
0417408412,0.787,0.722,1.102,0.793,0.899,0.78,0.899
0417408413,0.787,0.722,1.142,0.754,0.899,0.78,0.899
0417408414,0.779,0.729,1.154,0.754,0.89,0.772,0.89
0417408415,0.779,0.736,1.166,0.762,0.89,0.772,0.89
0417408416,0.779,0.775,1.191,0.762,0.89,0.772,0.89
0417408417,0.769,0.783,1.191,0.753,0.879,0.762,0.879
0417408418,0.777,0.807,1.228,0.746,0.869,0.754,0.869
0417408419,0.777,0.807,1.228,0.753,0.869,0.754,0.869
0417408420,0.769,0.783,1.241,0.753,0.861,0.746,0.861
0417408421,0.769,0.767,1.252,0.746,0.861,0.746,0.861
0417408422,0.769,0.791,1.252,0.739,0.861,0.746,0.861
0417408423,0.769,0.783,1.278,0.746,0.861,0.746,0.861
0417408424,0.769,0.791,1.291,0.739,0.861,0.746,0.861
0417408425,0.761,0.799,1.304,0.732,0.852,0.755,0.852
0417408426,0.753,0.807,1.317,0.725,0.842,0.731,0.842
0417408427,0.753,0.807,1.33,0.725,0.842,0.731,0.842
0417408428,0.753,0.816,1.358,0.725,0.842,0.731,0.842
0417408429,0.753,0.824,1.398,0.732,0.842,0.731,0.842
0417408430,0.76,0.824,1.413,0.725,0.851,0.754,0.851
0417408431,0.76,0.824,1.499,0.725,0.851,0.738,0.851
0417408432,0.76,0.824,1.527,0.725,0.851,0.738,0.851
0417408433,0.724,0.83,1.585,0.725,0.81,0.703,0.81
0417408434,0.724,0.839,1.695,0.725,0.81,0.718,0.81
0417408435,0.754,0.848,1.778,0.725,0.843,0.747,0.843
0417408436,0.739,0.84,1.847,0.725,0.827,0.733,0.827
0417408437,0.739,0.831,1.888,0.717,0.827,0.733,0.827
0417408438,0.723,0.831,1.942,0.717,0.809,0.717,0.809
0417408439,0.718,0.823,1.942,0.725,0.803,0.712,0.803
0417408440,0.718,0.831,1.97,0.725,0.803,0.712,0.803
0417408441,0.718,0.84,1.974,0.717,0.803,0.712,0.803
0417408442,0.718,0.84,2.028,0.717,0.803,0.712,0.803
0417408443,0.739,0.849,2.046,0.725,0.827,0.733,0.827
0417408444,0.718,0.839,2.117,0.725,0.803,0.712,0.803
0417408445,0.695,0.839,2.08,0.718,0.778,0.69,0.778
0417408446,0.695,0.831,2.019,0.71,0.778,0.69,0.778
0417408447,0.695,0.822,2.019,0.718,0.778,0.69,0.778
0417408448,0.695,0.822,2.019,0.718,0.778,0.69,0.778
0417408449,0.695,0.813,2.019,0.718,0.778,0.69,0.778
0417408450,0.709,0.856,2.037,0.71,0.793,0.703,0.793
0417408451,0.695,0.831,2.037,0.71,0.778,0.69,0.778
0417408452,0.695,0.848,2.037,0.71,0.778,0.675,0.778
0417408453,0.717,0.856,2.0,0.696,0.778,0.69,0.778
0417408454,0.709,0.856,2.077,0.696,0.793,0.689,0.793
0417408455,0.725,0.856,2.077,0.696,0.811,0.704,0.811
0417408456,0.709,0.866,2.077,0.702,0.793,0.689,0.793
0417408457,0.747,0.856,2.077,0.696,0.811,0.719,0.811
0417408458,0.725,0.848,2.107,0.689,0.811,0.704,0.811
0417408459,0.725,0.839,2.06,0.689,0.811,0.704,0.811
0417408460,0.725,0.848,2.06,0.689,0.811,0.719,0.811
0417408461,0.709,0.839,2.021,0.689,0.793,0.703,0.793
0417408462,0.725,0.856,2.088,0.681,0.811,0.704,0.811
0417408463,0.725,0.83,2.052,0.681,0.811,0.704,0.811
0417408464,0.725,0.83,2.092,0.667,0.811,0.704,0.811
0417408465,0.725,0.83,2.052,0.674,0.811,0.704,0.811
0417408466,0.725,0.823,2.092,0.667,0.811,0.704,0.811
0417408467,0.725,0.807,2.038,0.674,0.811,0.704,0.811
0417408468,0.725,0.815,1.998,0.674,0.811,0.704,0.811
0417408469,0.725,0.823,1.962,0.674,0.811,0.704,0.811
0417408470,0.747,0.823,1.929,0.667,0.811,0.704,0.811
0417408471,0.725,0.815,1.929,0.667,0.811,0.704,0.811
0417408472,0.747,0.823,1.933,0.653,0.811,0.704,0.811
0417408473,0.725,0.823,1.967,0.66,0.811,0.704,0.811
0417408474,0.747,0.814,1.897,0.66,0.811,0.704,0.811
0417408475,0.747,0.806,1.897,0.652,0.811,0.704,0.811
0417408476,0.747,0.783,1.897,0.642,0.811,0.704,0.811
0417408477,0.747,0.79,1.897,0.635,0.811,0.704,0.811
0417408478,0.769,0.783,1.917,0.62,0.861,0.746,0.861
0417408479,0.793,0.782,1.917,0.615,0.861,0.746,0.861
0417408480,0.748,0.789,1.917,0.615,0.837,0.726,0.837
0417408481,0.739,0.715,1.903,0.618,0.802,0.696,0.802
0417508342,1.349,0.907,0.651,0.763,1.464,1.27,1.464
0417508343,1.401,0.856,0.651,0.756,1.566,1.359,1.566
0417508344,1.4,0.906,0.651,0.763,1.519,1.317,1.519
0417508345,1.358,0.916,0.651,0.75,1.519,1.317,1.519
0417508346,1.401,0.871,0.665,0.735,1.566,1.359,1.566
0417508347,1.426,0.873,0.658,0.728,1.595,1.383,1.595
0417508348,1.425,0.872,0.658,0.728,1.594,1.382,1.594
0417508349,1.412,0.933,0.665,0.714,1.58,1.37,1.58
0417508350,1.399,0.872,0.678,0.714,1.564,1.357,1.564
0417508351,1.438,0.855,0.672,0.721,1.608,1.394,1.608
0417508352,1.45,0.864,0.678,0.721,1.622,1.406,1.622
0417508353,1.437,0.909,0.646,0.721,1.607,1.393,1.607
0417508354,1.423,0.846,0.646,0.721,1.592,1.38,1.592
0417508355,1.493,0.846,0.646,0.714,1.67,1.448,1.67
0417508356,1.505,0.872,0.646,0.721,1.685,1.461,1.685
0417508357,1.492,0.863,0.646,0.714,1.669,1.447,1.669
0417508358,1.479,0.846,0.652,0.714,1.655,1.435,1.655
0417508359,1.494,0.821,0.652,0.721,1.671,1.449,1.671
0417508360,1.492,0.872,0.652,0.714,1.669,1.447,1.669
0417508361,1.464,0.872,0.652,0.714,1.637,1.42,1.637
0417508362,1.435,0.872,0.671,0.714,1.605,1.391,1.605
0417508363,1.452,0.82,0.665,0.714,1.624,1.408,1.624
0417508364,1.505,0.846,0.665,0.714,1.685,1.461,1.685
0417508365,1.477,0.854,0.665,0.714,1.652,1.433,1.652
0417508366,1.447,0.863,0.665,0.714,1.619,1.403,1.619
0417508367,1.447,0.854,0.665,0.714,1.619,1.403,1.619
0417508368,1.506,0.864,0.671,0.714,1.686,1.462,1.686
0417508369,1.506,0.845,0.684,0.714,1.686,1.462,1.686
0417508370,1.494,0.855,0.684,0.7,1.671,1.449,1.671
0417508371,1.476,0.863,0.658,0.714,1.651,1.432,1.651
0417508372,1.506,0.882,0.698,0.713,1.686,1.462,1.686
0417508373,1.551,0.845,0.69,0.699,1.736,1.506,1.736
0417508374,1.504,0.855,0.69,0.692,1.718,1.49,1.718
0417508375,1.463,0.863,0.676,0.699,1.636,1.419,1.636
0417508376,1.208,0.851,0.982,0.742,1.351,1.172,1.351
0417508377,1.009,0.84,1.291,0.785,1.129,0.979,1.129
0417508378,1.009,0.857,1.252,0.785,1.129,0.979,1.129
0417508379,1.009,0.865,1.24,0.785,1.129,0.979,1.129
0417508380,0.96,0.847,1.24,0.785,1.097,0.951,1.097
0417508381,0.96,0.857,1.228,0.777,1.097,0.951,1.097
0417508382,1.009,0.875,1.216,0.777,1.129,0.979,1.129
0417508383,1.009,0.847,1.163,0.769,1.129,0.979,1.129
0417508384,0.951,0.831,1.15,0.777,1.086,0.942,1.086
0417508385,0.951,0.839,1.072,0.777,1.086,0.942,1.086
0417508386,0.951,0.857,1.016,0.785,1.086,0.942,1.086
0417508387,0.971,0.782,1.026,0.769,1.109,0.962,1.109
0417508388,0.951,0.814,1.005,0.769,1.086,0.942,1.086
0417508389,0.959,0.813,0.964,0.769,1.096,0.95,1.096
0417508390,0.971,0.806,0.964,0.785,1.109,0.962,1.109
0417508391,0.951,0.759,0.944,0.777,1.086,0.942,1.086
0417508392,0.925,0.767,0.924,0.777,1.057,0.917,1.057
0417508393,0.907,0.759,0.913,0.777,1.036,0.899,1.036
0417508394,0.909,0.76,0.923,0.777,1.039,0.901,1.039
0417508395,0.891,0.792,0.922,0.777,0.997,0.866,0.997
0417508396,0.881,0.799,0.922,0.777,1.006,0.873,1.006
0417508397,0.875,0.792,0.959,0.777,1.0,0.867,1.0
0417508398,0.875,0.798,0.969,0.777,1.0,0.867,1.0
0417508399,0.858,0.798,0.969,0.777,0.98,0.85,0.98
0417508400,0.858,0.799,0.969,0.785,0.98,0.85,0.98
0417508401,0.833,0.792,0.958,0.777,0.951,0.826,0.951
0417508402,0.817,0.792,1.001,0.777,0.933,0.81,0.933
0417508403,0.817,0.783,1.012,0.777,0.933,0.81,0.933
0417508404,0.817,0.775,1.001,0.785,0.933,0.81,0.933
0417508405,0.808,0.767,1.012,0.793,0.924,0.801,0.924
0417508406,0.808,0.744,1.044,0.793,0.924,0.801,0.924
0417508407,0.825,0.722,1.044,0.793,0.924,0.801,0.924
0417508408,0.792,0.706,1.054,0.793,0.905,0.786,0.905
0417508409,0.792,0.722,1.066,0.785,0.905,0.786,0.905
0417508410,0.787,0.744,1.066,0.785,0.899,0.78,0.899
0417508411,0.787,0.722,1.093,0.785,0.899,0.78,0.899
0417508412,0.771,0.722,1.089,0.77,0.881,0.764,0.881
0417508413,0.779,0.722,1.102,0.793,0.89,0.772,0.89
0417508414,0.779,0.752,1.142,0.754,0.89,0.772,0.89
0417508415,0.769,0.736,1.154,0.762,0.879,0.762,0.879
0417508416,0.769,0.736,1.191,0.753,0.879,0.762,0.879
0417508417,0.777,0.736,1.191,0.753,0.869,0.754,0.869
0417508418,0.777,0.76,1.228,0.753,0.869,0.754,0.869
0417508419,0.777,0.783,1.228,0.753,0.869,0.754,0.869
0417508420,0.769,0.783,1.241,0.753,0.861,0.746,0.861
0417508421,0.761,0.815,1.241,0.746,0.852,0.739,0.852
0417508422,0.761,0.791,1.252,0.739,0.852,0.739,0.852
0417508423,0.741,0.799,1.252,0.739,0.83,0.719,0.83
0417508424,0.761,0.791,1.278,0.739,0.852,0.739,0.852
0417508425,0.732,0.791,1.291,0.732,0.82,0.711,0.82
0417508426,0.74,0.816,1.33,0.739,0.828,0.719,0.828
0417508427,0.792,0.807,1.33,0.739,0.887,0.769,0.887
0417508428,0.76,0.807,1.358,0.732,0.851,0.738,0.851
0417508429,0.74,0.83,1.384,0.725,0.828,0.719,0.828
0417508430,0.74,0.824,1.425,0.725,0.828,0.734,0.828
0417508431,0.74,0.824,1.527,0.725,0.828,0.719,0.828
0417508432,0.76,0.83,1.572,0.725,0.851,0.754,0.851
0417508433,0.754,0.824,1.648,0.725,0.843,0.732,0.843
0417508434,0.746,0.83,1.648,0.725,0.835,0.724,0.835
0417508435,0.739,0.831,1.744,0.725,0.827,0.718,0.827
0417508436,0.738,0.84,1.875,0.724,0.826,0.717,0.826
0417508437,0.717,0.84,1.888,0.717,0.802,0.711,0.802
0417508438,0.723,0.831,1.96,0.717,0.809,0.702,0.809
0417508439,0.739,0.84,1.99,0.717,0.827,0.718,0.827
0417508440,0.739,0.84,2.003,0.717,0.827,0.733,0.827
0417508441,0.709,0.84,1.99,0.717,0.793,0.703,0.793
0417508442,0.703,0.84,2.096,0.717,0.787,0.698,0.787
0417508443,0.717,0.814,2.117,0.725,0.802,0.711,0.802
0417508444,0.695,0.874,2.117,0.725,0.778,0.69,0.778
0417508445,0.695,0.849,2.117,0.725,0.778,0.69,0.778
0417508446,0.695,0.831,1.999,0.71,0.778,0.69,0.778
0417508447,0.695,0.813,2.056,0.71,0.778,0.69,0.778
0417508448,0.681,0.822,2.037,0.718,0.762,0.675,0.762
0417508449,0.681,0.822,2.037,0.71,0.762,0.675,0.762
0417508450,0.681,0.822,2.037,0.702,0.762,0.675,0.762
0417508451,0.695,0.822,2.017,0.71,0.778,0.675,0.778
0417508452,0.709,0.856,1.98,0.71,0.793,0.689,0.793
0417508453,0.709,0.822,1.98,0.71,0.793,0.703,0.793
0417508454,0.709,0.848,2.037,0.703,0.793,0.689,0.793
0417508455,0.709,0.839,2.039,0.696,0.793,0.703,0.793
0417508456,0.694,0.839,2.039,0.696,0.777,0.674,0.777
0417508457,0.709,0.822,2.06,0.689,0.793,0.689,0.793
0417508458,0.716,0.839,2.06,0.689,0.777,0.674,0.777
0417508459,0.71,0.83,2.096,0.689,0.794,0.69,0.794
0417508460,0.694,0.83,2.128,0.689,0.777,0.674,0.777
0417508461,0.694,0.83,2.128,0.681,0.777,0.689,0.777
0417508462,0.725,0.848,2.128,0.681,0.811,0.704,0.811
0417508463,0.725,0.83,2.088,0.681,0.811,0.704,0.811
0417508464,0.709,0.83,2.088,0.674,0.793,0.689,0.793
0417508465,0.709,0.823,2.052,0.674,0.793,0.689,0.793
0417508466,0.709,0.823,2.052,0.674,0.793,0.689,0.793
0417508467,0.725,0.823,2.052,0.674,0.811,0.704,0.811
0417508468,0.725,0.823,2.038,0.674,0.811,0.704,0.811
0417508469,0.725,0.823,2.0,0.667,0.811,0.704,0.811
0417508470,0.725,0.823,1.967,0.66,0.811,0.704,0.811
0417508471,0.725,0.815,1.947,0.66,0.811,0.704,0.811
0417508472,0.725,0.815,1.967,0.66,0.811,0.704,0.811
0417508473,0.725,0.783,1.896,0.66,0.811,0.704,0.811
0417508474,0.747,0.783,1.878,0.652,0.811,0.704,0.811
0417508475,0.731,0.807,1.915,0.647,0.793,0.689,0.793
0417508476,0.747,0.784,1.915,0.64,0.811,0.704,0.811
0417508477,0.731,0.775,1.861,0.628,0.793,0.689,0.793
0417508478,0.732,0.783,1.861,0.615,0.82,0.711,0.82
0417508479,0.753,0.79,1.901,0.615,0.842,0.731,0.842
0417508480,0.776,0.79,1.917,0.615,0.842,0.731,0.842
0417508481,0.776,0.774,1.88,0.615,0.842,0.731,0.842
0417508482,0.793,0.79,1.88,0.615,0.861,0.746,0.861
0417508483,0.784,0.798,1.901,0.615,0.851,0.738,0.851
0417508484,0.793,0.782,1.901,0.615,0.861,0.746,0.861
0417508485,0.793,0.782,1.864,0.615,0.861,0.746,0.861
0417508486,0.793,0.766,1.83,0.615,0.861,0.746,0.861
0417508487,0.776,0.791,1.83,0.615,0.842,0.746,0.842
0417508488,0.793,0.783,1.827,0.608,0.861,0.762,0.861
0417508489,0.793,0.783,1.827,0.608,0.861,0.762,0.861
0417508490,0.793,0.745,1.813,0.615,0.861,0.762,0.861
0417508491,0.784,0.799,1.794,0.615,0.851,0.754,0.851
0417508492,0.793,0.824,1.795,0.608,0.861,0.762,0.861
0417508493,0.779,0.767,1.795,0.608,0.846,0.749,0.846
0417508494,0.802,0.767,1.795,0.608,0.87,0.771,0.87
0417508495,0.771,0.743,1.762,0.608,0.837,0.741,0.837
0417508496,0.772,0.736,1.728,0.608,0.838,0.742,0.838
0417508497,0.772,0.752,1.762,0.598,0.838,0.758,0.838
0417508498,0.772,0.775,1.779,0.608,0.838,0.758,0.838
0417508499,0.772,0.752,1.746,0.608,0.838,0.758,0.838
0417508500,0.772,0.782,1.744,0.608,0.838,0.758,0.838
0417508501,0.844,0.764,1.778,0.601,0.916,0.812,0.916
0417508502,0.844,0.749,1.826,0.601,0.916,0.829,0.916
0417508503,0.874,0.737,1.778,0.598,0.948,0.858,0.948
0417508504,0.9,0.73,1.776,0.604,0.977,0.884,0.977
0417508505,0.88,0.76,1.79,0.604,0.955,0.865,0.955
0417508506,0.88,0.76,1.79,0.598,0.955,0.865,0.955
0417508507,0.9,0.744,1.808,0.598,0.977,0.866,0.977
0417508508,0.9,0.76,1.808,0.598,0.977,0.884,0.977
0417508509,0.9,0.76,1.808,0.598,0.977,0.884,0.977
0417508510,0.88,0.768,1.808,0.598,0.955,0.865,0.955
0417508511,0.88,0.76,1.793,0.598,0.955,0.865,0.955
0417508512,0.88,0.783,1.826,0.598,0.955,0.865,0.955
0417508513,0.88,0.783,1.778,0.598,0.955,0.846,0.955
0417508514,0.86,0.76,1.76,0.598,0.933,0.827,0.933
0417508515,0.86,0.799,1.728,0.598,0.933,0.827,0.933
0417508516,0.871,0.807,1.696,0.604,0.945,0.837,0.945
0417508517,0.871,0.807,1.682,0.598,0.945,0.855,0.945
0417508518,0.862,0.807,1.682,0.598,0.935,0.829,0.935
0417508519,0.81,0.815,1.682,0.598,0.879,0.779,0.879
0417508520,0.81,0.815,1.665,0.609,0.879,0.796,0.879
0417508521,0.834,0.823,1.666,0.609,0.905,0.802,0.905
0417508522,0.834,0.839,1.666,0.615,0.905,0.802,0.905
0417508523,0.81,0.839,1.65,0.615,0.879,0.779,0.879
0417508524,0.81,0.839,1.619,0.621,0.879,0.779,0.879
0417508525,0.81,0.839,1.635,0.617,0.879,0.779,0.879
0417508526,0.81,0.839,1.589,0.63,0.879,0.779,0.879
0417508527,0.802,0.839,1.497,0.617,0.87,0.771,0.87
0417508528,0.802,0.847,1.483,0.615,0.87,0.771,0.87
0417508529,0.802,0.839,1.454,0.621,0.87,0.771,0.87
0417508530,0.793,0.839,1.442,0.636,0.861,0.762,0.861
0417508531,0.779,0.847,1.456,0.649,0.846,0.749,0.846
0417508532,0.756,0.847,1.425,0.649,0.846,0.749,0.846
0417508533,0.793,0.847,1.385,0.643,0.861,0.762,0.861
0417508534,0.793,0.847,1.385,0.649,0.861,0.762,0.861
0417508535,0.761,0.847,1.399,0.663,0.852,0.755,0.852
0417508536,0.761,0.847,1.399,0.663,0.852,0.739,0.852
