TERRITORY,Bodily Injury(AA)20/40,"Property Damage(BB/BV)$100,000",PIP(VA-01),Collision(DD)$100 DED.,Comprehensive(HH)$50 DED.,UM(SS)20/40,UIM(SU)20/40,Unnamed: 0,Unnamed: 1
9264,404.78,167.45,"6,173.49",760.49,130.05,17.12,17.12,18.94,18.94
9265,523.52,148.65,"6,615.02",761.38,116.04,23.23,23.23,24.54,24.54
9266,523.52,160.82,"7,003.37",761.38,116.04,23.23,23.23,24.54,24.54
9267,527.19,160.82,"7,003.37",761.38,104.99,23.23,23.23,24.54,24.54
9268,523.52,160.82,"7,003.37",761.38,114.81,23.23,23.23,24.54,24.54
9269,404.78,167.45,"6,173.49",760.49,130.05,17.12,17.12,18.94,18.94
9270,527.19,160.82,"7,003.37",841.52,114.81,23.23,23.23,24.54,24.54
9271,523.52,160.82,"7,003.37",761.38,116.04,23.23,23.23,24.54,24.54
9272,523.52,145.50,"6,615.02",761.38,116.04,23.23,23.23,24.54,24.54
9274,523.52,160.82,"7,003.37",761.38,116.04,23.23,23.23,24.54,24.54
9275,527.19,160.82,"7,003.37",841.52,104.99,23.23,23.23,24.54,24.54
9276,527.19,160.82,"7,003.37",841.52,114.81,23.23,23.23,24.54,24.54
9277,404.78,167.45,"6,173.49",760.49,130.05,17.12,17.12,18.94,18.94
9278,390.73,185.08,"6,823.34",760.49,117.67,17.12,17.12,18.94,18.94
9279,523.52,160.82,"7,003.37",761.38,116.04,23.23,23.23,24.54,24.54
9281,366.23,167.45,"6,823.34",760.49,120.23,17.12,17.12,18.94,18.94
9282,523.52,148.65,"7,003.37",761.38,116.04,23.23,23.23,24.54,24.54
9283,404.78,167.45,"6,173.49",724.73,130.05,17.12,17.12,18.94,18.94
9284,404.78,167.45,"6,173.49",760.49,130.05,17.12,17.12,18.94,18.94
9285,523.52,145.50,"6,615.02",761.38,116.04,23.23,23.23,24.54,24.54
9286,523.52,160.82,"7,003.37",761.38,114.81,23.23,23.23,24.54,24.54
9287,523.52,148.65,"7,003.37",761.38,114.81,23.23,23.23,24.54,24.54
9288,523.52,160.82,"7,003.37",761.38,116.04,23.23,23.23,24.54,24.54
9289,523.52,160.82,"7,003.37",761.38,114.81,23.23,23.23,24.54,24.54
9301,431.79,152.09,"5,760.09",957.45,111.33,28.06,28.06,30.13,30.13
9302,431.79,152.09,"7,181.21",866.26,123.05,28.06,28.06,30.13,30.13
9303,477.23,137.61,"7,181.21",866.26,123.05,28.06,28.06,30.13,30.13
9304,436.42,148.82,"8,924.14",799.42,126.92,23.95,23.95,24.54,24.54
9305,331.79,141.37,"5,935.15",704.58,111.15,20.50,20.50,21.74,21.74
9306,431.79,152.09,"7,181.21",866.26,111.33,28.06,28.06,30.13,30.13
9307,431.79,137.61,"7,181.21",866.26,123.05,28.06,28.06,30.13,30.13
9309,436.42,148.82,"8,924.14",799.42,126.92,23.95,23.95,24.54,24.54
9310,431.79,137.61,"7,181.21",866.26,123.05,28.06,28.06,30.13,30.13
9311,431.79,148.21,"7,181.21",866.26,111.33,28.06,28.06,30.13,30.13
9312,436.42,148.82,"8,924.14",799.42,126.92,23.95,23.95,24.54,24.54
9314,359.60,147.08,"6,028.92",819.59,96.79,13.59,13.59,13.19,13.19
9315,359.60,147.08,"6,028.92",819.59,96.79,13.59,13.59,13.19,13.19
9316,431.79,152.09,"7,181.21",866.26,111.33,28.06,28.06,30.13,30.13
9317,431.79,152.09,"7,181.21",866.26,123.05,28.06,28.06,30.13,30.13
9318,477.23,137.61,"7,181.21",866.26,123.05,28.06,28.06,30.13,30.13
9319,431.79,152.09,"7,181.21",866.26,123.05,28.06,28.06,30.13,30.13
9320,336.11,116.23,"4,825.37",723.33,111.15,18.48,18.48,18.94,18.94
9321,431.79,152.09,"7,181.21",866.26,111.33,28.06,28.06,30.13,30.13
9322,431.79,137.61,"7,181.21",866.26,123.05,28.06,28.06,30.13,30.13
9323,359.60,147.08,"6,028.92",819.59,96.79,13.59,13.59,13.19,13.19
9325,431.79,152.09,"7,181.21",866.26,123.05,28.06,28.06,30.13,30.13
9326,431.79,152.09,"7,181.21",866.26,123.05,28.06,28.06,30.13,30.13
,,,,,SingleCar,Multi-Car,SingleCar,Multi-Car,
9327,477.23,152.09,"7,181.21",866.26,123.05,28.06,28.06,30.13,30.13
9328,359.60,147.08,"6,028.92",819.59,99.63,13.59,13.59,13.19,13.19
9329,431.79,137.61,"7,181.21",866.26,123.05,28.06,28.06,30.13,30.13
9330,431.79,152.09,"7,181.21",866.26,123.05,28.06,28.06,30.13,30.13
9331,431.79,152.09,"7,181.21",866.26,123.05,28.06,28.06,30.13,30.13
9332,431.79,137.61,"7,181.21",866.26,123.05,28.06,28.06,30.13,30.13
9333,431.79,152.09,"7,181.21",866.26,123.05,28.06,28.06,33.30,33.30
9335,359.60,147.08,"6,028.92",819.59,99.63,13.59,13.59,13.19,13.19
9336,431.79,137.61,"7,181.21",866.26,123.05,28.06,28.06,30.13,30.13
9337,431.79,137.61,"7,181.21",866.26,123.05,28.06,28.06,30.13,30.13
9338,331.79,141.37,"5,935.15",704.58,111.15,20.50,20.50,20.99,20.99
9339,431.79,137.61,"7,181.21",866.26,123.05,28.06,28.06,30.13,30.13
9340,336.11,113.57,"4,825.37",723.33,111.15,18.48,18.48,20.11,20.11
9341,431.79,152.09,"6,516.01",866.26,123.05,28.06,28.06,30.13,30.13
9342,431.79,137.61,"7,181.21",866.26,123.05,28.06,28.06,30.13,30.13
9343,431.79,137.61,"7,181.21",866.26,123.05,28.06,28.06,30.13,30.13
9344,431.79,152.09,"7,181.21",866.26,123.05,28.06,28.06,33.30,33.30
9345,431.79,137.61,"7,181.21",866.26,123.05,28.06,28.06,30.13,30.13
9346,431.79,137.61,"7,181.21",866.26,123.05,28.06,28.06,30.13,30.13
9347,431.79,137.61,"7,181.21",866.26,123.05,28.06,28.06,30.13,30.13
9348,431.79,152.09,"7,181.21",866.26,123.05,28.06,28.06,30.13,30.13
9349,359.60,133.07,"6,028.92",806.89,99.63,13.59,13.59,13.19,13.19
9401,359.60,133.07,"6,028.92",819.59,96.79,13.59,13.59,13.19,13.19
9402,359.60,133.07,"6,028.92",806.89,99.63,13.59,13.59,13.19,13.19
9403,431.79,137.61,"7,181.21",866.26,123.05,28.06,28.06,30.13,30.13
9404,359.60,133.07,"6,028.92",806.89,96.79,13.59,13.59,13.19,13.19
9405,359.60,133.07,"6,028.92",806.89,99.63,13.59,13.59,13.19,13.19
9406,397.45,147.08,"6,028.92",819.59,96.79,13.59,13.59,13.19,13.19
9408,486.09,161.65,"7,345.36",856.89,105.73,38.26,38.26,39.20,39.20
9409,397.45,147.08,"6,028.92",806.89,96.79,13.59,13.59,13.19,13.19
9410,359.60,133.07,"6,028.92",806.89,99.63,13.59,13.59,13.19,13.19
9411,359.60,133.07,"6,145.96",806.89,99.63,13.59,13.59,13.19,13.19
9412,359.60,133.07,"6,028.92",806.89,99.63,13.59,13.59,13.19,13.19
9415,477.23,137.61,"7,181.21",866.26,111.33,28.06,28.06,30.13,30.13
9416,486.09,161.65,"7,345.36",856.89,105.73,38.26,38.26,39.20,39.20
9417,397.45,147.08,"6,028.92",806.89,96.79,13.59,13.59,13.19,13.19
9418,359.60,147.08,"6,028.92",819.59,96.79,13.59,13.59,13.19,13.19
9419,486.09,161.65,"7,345.36",856.89,105.73,38.26,38.26,39.20,39.20
9420,359.60,133.07,"6,028.92",806.89,96.79,13.59,13.59,13.19,13.19
9421,359.60,133.07,"6,028.92",806.89,99.63,13.59,13.59,13.19,13.19
9423,397.45,147.08,"6,028.92",819.59,96.79,13.59,13.59,13.19,13.19
9424,397.45,147.08,"6,028.92",819.59,96.79,13.59,13.59,13.19,13.19
9425,359.60,133.07,"6,028.92",806.89,96.79,13.59,13.59,13.19,13.19
9426,359.60,147.08,"6,028.92",819.59,96.79,13.59,13.59,13.19,13.19
9427,359.60,147.08,"6,028.92",819.59,96.79,13.59,13.59,13.19,13.19
9428,359.60,147.08,"6,028.92",819.59,96.79,13.59,13.59,13.19,13.19
9430,359.60,133.07,"6,028.92",819.59,96.79,13.59,13.59,13.19,13.19
9431,359.60,133.07,"6,145.96",806.89,99.63,13.59,13.59,13.19,13.19
9434,397.45,147.08,"6,028.92",819.59,96.79,13.59,13.59,13.19,13.19
9435,359.60,133.07,"6,028.92",819.59,96.79,13.59,13.59,13.19,13.19
9436,359.60,133.07,"6,028.92",806.89,96.79,13.59,13.59,13.19,13.19
9437,359.60,133.07,"6,028.92",806.89,96.79,13.59,13.59,13.19,13.19
9440,359.60,133.07,"6,028.92",806.89,96.79,13.59,13.59,13.19,13.19
9441,359.60,133.07,"6,028.92",806.89,96.79,13.59,13.59,13.19,13.19
9442,359.60,133.07,"6,028.92",806.89,96.79,13.59,13.59,13.19,13.19
9444,359.60,133.07,"6,028.92",806.89,96.79,13.59,13.59,13.19,13.19
9445,359.60,133.07,"6,028.92",806.89,96.79,13.59,13.59,13.19,13.19
9446,359.60,133.07,"6,028.92",806.89,96.79,13.59,13.59,13.19,13.19
9448,397.45,147.08,"6,028.92",806.89,96.79,13.59,13.59,13.19,13.19
9449,359.60,133.07,"6,028.92",806.89,99.63,13.59,13.59,13.19,13.19
9450,397.45,147.08,"6,028.92",819.59,99.63,13.59,13.59,13.19,13.19
9451,477.23,137.61,"7,181.21",866.26,111.33,28.06,28.06,30.13,30.13
9452,359.60,133.07,"6,028.92",806.89,96.79,13.59,13.59,13.19,13.19
,,,,,SingleCar,Multi-Car,SingleCar,Multi-Car,
9453,397.45,147.08,"6,028.92",819.59,96.79,13.59,13.59,13.19,13.19
9454,359.60,133.07,"6,028.92",806.89,99.63,13.59,13.59,13.19,13.19
9455,359.60,133.07,"6,028.92",806.89,96.79,13.59,13.59,13.19,13.19
9456,397.45,147.08,"6,028.92",806.89,96.79,13.59,13.59,13.19,13.19
9457,359.60,133.07,"6,028.92",806.89,96.79,13.59,13.59,13.19,13.19
9458,359.60,133.07,"6,028.92",806.89,99.63,13.59,13.59,13.19,13.19
9459,436.42,148.82,"8,924.14",799.42,126.92,23.95,23.95,24.54,24.54
9460,397.45,147.08,"6,028.92",819.59,96.79,13.59,13.59,13.19,13.19
9461,359.60,133.07,"6,028.92",806.89,96.79,13.59,13.59,13.19,13.19
9464,359.60,147.08,"6,028.92",819.59,96.79,13.59,13.59,13.19,13.19
9503,431.79,185.30,"5,862.85",1018.43,91.25,23.95,23.95,24.54,24.54
9504,431.79,185.30,"5,862.85",1018.43,91.25,23.95,23.95,24.54,24.54
9505,431.79,185.30,"5,862.85",1018.43,91.25,23.95,23.95,24.54,24.54
9506,431.79,185.30,"5,862.85",1018.43,91.25,23.95,23.95,24.54,24.54
9507,431.79,185.30,"5,862.85",1018.43,91.25,23.95,23.95,24.54,24.54
9508,431.79,185.30,"5,862.85",1018.43,91.25,23.95,23.95,24.54,24.54
9509,431.79,185.30,"5,862.85",1018.43,91.25,23.95,23.95,24.54,24.54
9512,431.79,185.30,"5,862.85",1018.43,91.25,23.95,23.95,24.54,24.54
9519,431.79,185.30,"5,862.85",1018.43,91.25,23.95,23.95,24.54,24.54
9525,431.79,152.09,"7,181.21",866.26,111.33,28.06,28.06,30.13,30.13
9534,431.79,185.30,"5,862.85",1018.43,91.25,23.95,23.95,24.54,24.54
9544,328.47,158.33,"4,202.87",893.70,82.40,23.95,23.95,24.54,24.54
9546,395.36,172.78,"4,444.48",996.89,89.68,23.95,23.95,24.54,24.54
9548,410.60,172.78,"4,000.03",996.89,87.37,23.95,23.95,24.54,24.54
9601,436.42,148.82,"8,435.64",799.42,126.92,23.95,23.95,24.54,24.54
9610,436.42,153.23,"8,924.14",799.42,126.92,23.95,23.95,24.54,24.54
9611,436.42,153.23,"8,924.14",799.42,126.92,23.95,23.95,24.54,24.54
9612,436.42,153.23,"8,924.14",799.42,126.92,23.95,23.95,24.54,24.54
9613,359.60,147.08,"6,145.96",806.89,99.63,13.59,13.59,13.19,13.19
9614,359.60,133.07,"6,145.96",806.89,99.63,13.59,13.59,13.19,13.19
9615,436.42,153.23,"8,398.10",799.42,126.92,23.95,23.95,24.54,24.54
9616,359.60,133.07,"6,145.96",806.89,99.63,13.59,13.59,13.19,13.19
9617,436.42,148.82,"8,924.14",799.42,126.92,23.95,23.95,24.54,24.54
9618,436.42,148.82,"8,924.14",799.42,126.92,23.95,23.95,24.54,24.54
9619,359.60,133.07,"6,145.96",806.89,99.63,13.59,13.59,13.19,13.19
9620,359.60,133.07,"6,145.96",806.89,99.63,13.59,13.59,13.19,13.19
9621,359.60,147.08,"6,145.96",806.89,99.63,13.59,13.59,13.19,13.19
9622,436.42,153.23,"8,924.14",799.42,126.92,23.95,23.95,24.54,24.54
9623,359.49,141.37,"5,935.15",704.58,111.15,20.50,20.50,20.99,20.99
9625,436.42,148.82,"8,924.14",799.42,126.92,23.95,23.95,24.54,24.54
9626,436.42,148.82,"8,924.14",799.42,126.92,23.95,23.95,24.54,24.54
9627,436.42,153.23,"8,924.14",799.42,126.92,23.95,23.95,24.54,24.54
9628,436.42,153.23,"8,924.14",799.42,126.92,23.95,23.95,24.54,24.54
9629,436.42,153.23,"8,924.14",799.42,126.92,23.95,23.95,24.54,24.54
9630,359.60,147.08,"6,145.96",806.89,99.63,13.59,13.59,13.19,13.19
9631,359.49,141.37,"5,935.15",704.58,111.15,20.50,20.50,20.99,20.99
9632,331.79,141.37,"5,935.15",704.58,111.15,20.50,20.50,20.99,20.99
9633,436.42,153.23,"8,398.10",799.42,126.92,23.95,23.95,24.54,24.54
9634,436.42,148.82,"8,924.14",799.42,126.92,23.95,23.95,24.54,24.54
9635,359.60,147.08,"6,145.96",806.89,99.63,13.59,13.59,13.19,13.19
9636,359.60,147.08,"6,145.96",806.89,99.63,13.59,13.59,13.19,13.19
9637,359.60,133.07,"6,145.96",806.89,99.63,13.59,13.59,13.19,13.19
9638,436.42,148.82,"8,924.14",799.42,126.92,23.95,23.95,24.54,24.54
9639,331.79,141.37,"5,935.15",704.58,111.15,20.50,20.50,20.99,20.99
9640,359.60,147.08,"6,145.96",806.89,99.63,13.59,13.59,13.19,13.19
9642,436.42,148.82,"8,924.14",799.42,126.92,23.95,23.95,24.54,24.54
9643,359.60,147.08,"6,145.96",806.89,99.63,13.59,13.59,13.19,13.19
9644,436.42,148.82,"8,924.14",799.42,126.92,23.95,23.95,24.54,24.54
9645,436.42,148.82,"8,924.14",799.42,126.92,23.95,23.95,24.54,24.54
9646,436.42,153.23,"8,924.14",799.42,126.92,23.95,23.95,24.54,24.54
9648,436.42,153.23,"8,924.14",799.42,126.92,23.95,23.95,24.54,24.54
9649,359.60,133.07,"6,145.96",806.89,99.63,13.59,13.59,13.19,13.19
9650,359.60,147.08,"6,145.96",806.89,99.63,13.59,13.59,13.19,13.19
,,,,,SingleCar,Multi-Car,SingleCar,Multi-Car,
9651,436.42,148.82,"8,924.14",799.42,126.92,23.95,23.95,24.54,24.54
9653,359.60,147.08,"6,145.96",806.89,99.63,13.59,13.59,13.19,13.19
9654,359.60,147.08,"6,145.96",806.89,99.63,13.59,13.59,13.19,13.19
9655,436.42,148.82,"8,924.14",799.42,140.27,23.95,23.95,24.54,24.54
9656,436.42,148.82,"8,924.14",799.42,140.27,23.95,23.95,24.54,24.54
9657,359.49,141.37,"5,935.15",704.58,111.15,20.50,20.50,20.99,20.99
9659,436.42,153.23,"8,924.14",799.42,126.92,23.95,23.95,24.54,24.54
9660,359.60,133.07,"6,145.96",806.89,99.63,13.59,13.59,13.19,13.19
9663,359.60,133.07,"6,145.96",806.89,99.63,13.59,13.59,13.19,13.19
9664,359.60,147.08,"6,145.96",806.89,99.63,13.59,13.59,13.19,13.19
9665,331.79,141.37,"5,935.15",704.58,111.15,20.50,20.50,20.99,20.99
9666,436.42,148.82,"8,924.14",799.42,126.92,23.95,23.95,24.54,24.54
9667,359.49,141.37,"5,935.15",741.59,111.15,20.50,20.50,20.99,20.99
9668,436.42,148.82,"8,924.14",799.42,126.92,23.95,23.95,24.54,24.54
9670,359.60,147.08,"6,145.96",806.89,99.63,13.59,13.59,13.19,13.19
9673,436.42,153.23,"8,924.14",799.42,126.92,23.95,23.95,24.54,24.54
9674,436.42,153.23,"8,924.14",799.42,126.92,23.95,23.95,24.54,24.54
9675,359.60,133.07,"6,145.96",806.89,99.63,13.59,13.59,13.19,13.19
9676,436.42,153.23,"8,924.14",799.42,126.92,23.95,23.95,24.54,24.54
9677,436.42,148.82,"8,924.14",799.42,140.27,23.95,23.95,24.54,24.54
9679,331.79,141.37,"5,935.15",704.58,111.15,20.50,20.50,21.74,21.74
9680,359.60,147.08,"6,145.96",806.89,99.63,13.59,13.59,13.19,13.19
9682,359.60,147.08,"6,145.96",806.89,99.63,13.59,13.59,13.19,13.19
9683,436.42,148.82,"8,924.14",799.42,126.92,23.95,23.95,24.54,24.54
9684,359.60,147.08,"6,145.96",806.89,99.63,13.59,13.59,13.19,13.19
9685,359.60,147.08,"6,145.96",806.89,99.63,13.59,13.59,13.19,13.19
9686,359.60,147.08,"6,145.96",806.89,99.63,13.59,13.59,13.19,13.19
9688,436.42,148.82,"8,924.14",799.42,140.27,23.95,23.95,24.54,24.54
9689,436.42,148.82,"8,924.14",799.42,126.92,23.95,23.95,24.54,24.54
9690,436.42,153.23,"8,924.14",799.42,126.92,23.95,23.95,24.54,24.54
9696,359.60,147.08,"6,145.96",806.89,99.63,13.59,13.59,13.19,13.19
9701,436.42,148.82,"8,924.14",799.42,140.27,23.95,23.95,24.54,24.54
9705,436.42,148.82,"8,924.14",799.42,140.27,23.95,23.95,24.54,24.54
9706,436.42,153.23,"8,924.14",799.42,140.27,23.95,23.95,24.54,24.54
9707,331.79,141.37,"5,935.15",741.59,111.15,20.50,20.50,21.74,21.74
9709,331.79,141.37,"5,935.15",741.59,111.15,20.50,20.50,20.99,20.99
9710,351.34,163.31,"6,620.55",646.77,140.37,15.76,15.76,17.02,17.02
9711,436.42,153.23,"8,924.14",799.42,126.92,23.95,23.95,24.54,24.54
9712,436.42,153.23,"8,924.14",799.42,126.92,23.95,23.95,24.54,24.54
9713,436.42,153.23,"8,924.14",799.42,126.92,23.95,23.95,24.54,24.54
9715,351.34,163.31,"6,620.55",646.77,140.37,15.76,15.76,17.02,17.02
9716,436.42,148.82,"8,924.14",799.42,140.27,23.95,23.95,24.54,24.54
9717,436.42,153.23,"8,924.14",799.42,140.27,23.95,23.95,24.54,24.54
9718,436.42,148.82,"8,924.14",799.42,140.27,23.95,23.95,24.54,24.54
9719,351.34,163.31,"6,620.55",646.77,140.37,15.76,15.76,17.02,17.02
9720,436.42,153.23,"8,924.14",799.42,126.92,23.95,23.95,24.54,24.54
9721,436.42,148.82,"8,924.14",799.42,140.27,23.95,23.95,24.54,24.54
9722,436.42,153.23,"8,924.14",799.42,126.92,23.95,23.95,24.54,24.54
9723,436.42,153.23,"8,924.14",799.42,126.92,23.95,23.95,24.54,24.54
9724,351.34,163.31,"6,620.55",646.77,140.37,15.76,15.76,17.02,17.02
9725,351.34,163.31,"6,620.55",646.77,140.37,15.76,15.76,17.02,17.02
9726,351.34,163.31,"6,620.55",646.77,140.37,15.76,15.76,17.02,17.02
9727,436.42,153.23,"8,924.14",799.42,126.92,23.95,23.95,24.54,24.54
9728,351.34,163.31,"6,620.55",646.77,140.37,15.76,15.76,17.02,17.02
9729,436.42,153.23,"8,924.14",799.42,126.92,23.95,23.95,24.54,24.54
9730,436.42,153.23,"8,924.14",799.42,126.92,23.95,23.95,24.54,24.54
9733,436.42,153.23,"8,924.14",799.42,126.92,23.95,23.95,24.54,24.54
9734,436.42,153.23,"8,924.14",799.42,126.92,23.95,23.95,24.54,24.54
9735,436.42,153.23,"8,924.14",799.42,126.92,23.95,23.95,24.54,24.54
9736,351.34,163.31,"6,620.55",646.77,140.37,15.76,15.76,17.02,17.02
9737,436.42,153.23,"8,924.14",799.42,126.92,23.95,23.95,24.54,24.54
9738,436.42,148.82,"8,924.14",799.42,126.92,23.95,23.95,24.54,24.54
9740,436.42,153.23,"8,924.14",799.42,126.92,23.95,23.95,24.54,24.54
,,,,,SingleCar,Multi-Car,SingleCar,Multi-Car,
9743,331.79,141.37,"5,935.15",741.59,111.15,20.50,20.50,20.99,20.99
9744,331.79,141.37,"5,935.15",741.59,111.15,20.50,20.50,21.74,21.74
9745,351.34,163.31,"6,620.55",646.77,140.37,15.76,15.76,17.02,17.02
9746,331.79,141.37,"5,935.15",741.59,111.15,20.50,20.50,20.99,20.99
9747,331.79,141.37,"5,935.15",741.59,111.15,20.50,20.50,21.74,21.74
9748,351.34,163.31,"6,620.55",646.77,140.37,15.76,15.76,17.02,17.02
9749,436.42,153.23,"8,924.14",799.42,140.27,23.95,23.95,24.54,24.54
9751,436.42,148.82,"8,924.14",799.42,140.27,23.95,23.95,24.54,24.54
9752,351.34,163.31,"6,620.55",646.77,140.37,15.76,15.76,17.02,17.02
9753,331.79,141.37,"5,935.15",741.59,111.15,20.50,20.50,21.74,21.74
9755,436.42,148.82,"8,924.14",799.42,140.27,23.95,23.95,24.54,24.54
9756,331.79,141.37,"5,935.15",741.59,111.15,20.50,20.50,20.99,20.99
9757,351.34,163.31,"6,620.55",646.77,140.37,15.76,15.76,17.02,17.02
9759,436.42,148.82,"8,924.14",799.42,140.27,23.95,23.95,24.54,24.54
9760,351.34,163.31,"6,620.55",646.77,140.37,15.76,15.76,17.02,17.02
9761,436.42,148.82,"8,924.14",799.42,140.27,23.95,23.95,24.54,24.54
9762,351.34,163.31,"6,620.55",646.77,140.37,15.76,15.76,17.02,17.02
9764,436.42,153.23,"8,924.14",799.42,140.27,23.95,23.95,24.54,24.54
9765,436.42,148.82,"8,924.14",799.42,140.27,23.95,23.95,24.54,24.54
9766,331.79,141.37,"5,935.15",741.59,111.15,20.50,20.50,21.74,21.74
9768,351.34,163.31,"6,620.55",646.77,140.37,15.76,15.76,17.02,17.02
9769,436.42,153.23,"8,924.14",799.42,140.27,23.95,23.95,24.54,24.54
9770,436.42,153.23,"8,924.14",799.42,126.92,23.95,23.95,24.54,24.54
9774,351.34,163.31,"6,620.55",646.77,140.37,15.76,15.76,17.02,17.02
9775,351.34,163.31,"6,620.55",646.77,140.37,15.76,15.76,17.02,17.02
9776,331.79,141.37,"5,935.15",741.59,111.15,20.50,20.50,20.99,20.99
9777,331.79,141.37,"5,935.15",741.59,111.15,20.50,20.50,20.99,20.99
9779,331.79,141.37,"5,935.15",741.59,111.15,20.50,20.50,20.99,20.99
9780,351.34,163.31,"6,620.55",646.77,140.37,15.76,15.76,17.02,17.02
9781,351.34,163.31,"6,620.55",646.77,140.37,15.76,15.76,17.02,17.02
9782,436.42,153.23,"8,924.14",799.42,140.27,23.95,23.95,24.54,24.54
9783,351.34,163.31,"6,620.55",646.77,140.37,15.76,15.76,17.02,17.02
9788,351.34,163.31,"6,620.55",646.77,140.37,15.76,15.76,17.02,17.02
9790,351.34,163.31,"6,620.55",646.77,140.37,15.76,15.76,17.02,17.02
9791,436.42,153.23,"8,924.14",799.42,140.27,23.95,23.95,24.54,24.54
9792,436.42,148.82,"8,924.14",799.42,140.27,23.95,23.95,24.54,24.54
9793,351.34,163.31,"6,620.55",646.77,140.37,15.76,15.76,17.02,17.02
9795,436.42,148.82,"8,924.14",799.42,126.92,23.95,23.95,24.54,24.54
9796,436.42,153.23,"8,924.14",799.42,126.92,23.95,23.95,24.54,24.54
9797,436.42,153.23,"8,924.14",799.42,126.92,23.95,23.95,24.54,24.54
9799,436.42,153.23,"8,924.14",799.42,140.27,23.95,23.95,24.54,24.54
9801,351.34,163.31,"6,620.55",646.77,140.37,15.76,15.76,17.02,17.02
9802,351.34,163.31,"6,620.55",646.77,140.37,15.76,15.76,17.02,17.02
9805,351.34,163.31,"6,620.55",646.77,140.37,15.76,15.76,17.02,17.02
9806,351.34,163.31,"6,620.55",646.77,140.37,15.76,15.76,17.02,17.02
9807,351.34,163.31,"6,620.55",646.77,140.37,15.76,15.76,17.02,17.02
9808,351.34,163.31,"6,620.55",646.77,140.37,15.76,15.76,17.02,17.02
9812,351.34,163.31,"6,620.55",646.77,140.37,15.76,15.76,17.02,17.02
9814,351.34,163.31,"6,620.55",646.77,140.37,15.76,15.76,17.02,17.02
9815,351.34,163.31,"6,620.55",646.77,140.37,15.76,15.76,17.02,17.02
9816,351.34,163.31,"6,620.55",646.77,140.37,15.76,15.76,17.02,17.02
9817,351.34,163.31,"6,620.55",646.77,140.37,15.76,15.76,17.02,17.02
9818,351.34,163.31,"6,620.55",646.77,140.37,15.76,15.76,17.02,17.02
9819,351.34,163.31,"6,620.55",646.77,140.37,15.76,15.76,17.02,17.02
9820,351.34,163.31,"6,620.55",646.77,140.37,15.76,15.76,17.02,17.02
9821,351.34,163.31,"6,620.55",646.77,140.37,15.76,15.76,17.02,17.02
9822,351.34,163.31,"6,620.55",646.77,140.37,15.76,15.76,17.02,17.02
9825,351.34,163.31,"6,620.55",646.77,140.37,15.76,15.76,17.02,17.02
9826,351.34,163.31,"6,620.55",646.77,140.37,15.76,15.76,17.02,17.02
9827,351.34,163.31,"6,620.55",646.77,140.37,15.76,15.76,17.02,17.02
9829,351.34,163.31,"6,620.55",646.77,140.37,15.76,15.76,17.02,17.02
9831,351.34,163.31,"6,620.55",646.77,140.37,15.76,15.76,17.02,17.02
9833,351.34,163.31,"6,620.55",646.77,140.37,15.76,15.76,17.02,17.02
,,,,,SingleCar,Multi-Car,SingleCar,Multi-Car,
9834,351.34,163.31,"6,620.55",646.77,140.37,15.76,15.76,17.02,17.02
9835,351.34,163.31,"6,620.55",646.77,140.37,15.76,15.76,17.02,17.02
9836,351.34,163.31,"6,620.55",646.77,140.37,15.76,15.76,17.02,17.02
9837,351.34,163.31,"6,620.55",646.77,140.37,15.76,15.76,17.02,17.02
9838,351.34,163.31,"6,620.55",646.77,140.37,15.76,15.76,17.02,17.02
9839,351.34,163.31,"6,620.55",646.77,140.37,15.76,15.76,17.02,17.02
9840,351.34,163.31,"6,620.55",646.77,140.37,15.76,15.76,17.02,17.02
9841,351.34,163.31,"6,620.55",646.77,140.37,15.76,15.76,17.02,17.02
9845,351.34,163.31,"6,620.55",646.77,140.37,15.76,15.76,17.02,17.02
9847,351.34,163.31,"6,620.55",646.77,140.37,15.76,15.76,17.02,17.02
9848,351.34,163.31,"6,620.55",646.77,140.37,15.76,15.76,17.02,17.02
9849,351.34,163.31,"6,620.55",646.77,140.37,15.76,15.76,17.02,17.02
9852,351.34,163.31,"6,620.55",646.77,140.37,15.76,15.76,17.02,17.02
9853,351.34,163.31,"6,620.55",646.77,140.37,15.76,15.76,17.02,17.02
9854,351.34,163.31,"6,620.55",646.77,140.37,15.76,15.76,17.02,17.02
9855,351.34,163.31,"6,620.55",646.77,140.37,15.76,15.76,17.02,17.02
9858,351.34,163.31,"6,620.55",646.77,140.37,15.76,15.76,17.02,17.02
9861,351.34,163.31,"6,620.55",646.77,140.37,15.76,15.76,17.02,17.02
9862,351.34,163.31,"6,620.55",646.77,140.37,15.76,15.76,17.02,17.02
9863,351.34,163.31,"6,620.55",646.77,140.37,15.76,15.76,17.02,17.02
9864,351.34,163.31,"6,620.55",646.77,140.37,15.76,15.76,17.02,17.02
9865,351.34,163.31,"6,620.55",646.77,140.37,15.76,15.76,17.02,17.02
9866,351.34,163.31,"6,620.55",646.77,140.37,15.76,15.76,17.02,17.02
9868,351.34,163.31,"6,620.55",646.77,140.37,15.76,15.76,17.02,17.02
9870,351.34,163.31,"6,620.55",646.77,140.37,15.76,15.76,17.02,17.02
9871,351.34,163.31,"6,620.55",646.77,140.37,15.76,15.76,17.02,17.02
9872,351.34,163.31,"6,620.55",646.77,140.37,15.76,15.76,17.02,17.02
